feature,importance
cat__favorite_category_livros_tecnicos,2.130903125619026
cat__customer_city_bauru,2.1067891080410757
cat__favorite_category_dvds_blu_ray,2.1063818580883304
cat__customer_city_sao sebastiao,2.0904370257018985
cat__customer_city_montes claros,2.08810314449752
cat__customer_city_mongagua,2.054622682108826
cat__customer_city_atibaia,2.043914854866983
cat__customer_city_jaragua do sul,2.0324589631577292
cat__favorite_category_moveis_colchao_e_estofado,2.0156379090771184
cat__customer_city_serra,2.0142024214492955
cat__customer_city_vitoria,2.011935589134071
cat__favorite_category_tablets_impressao_imagem,2.0053799635720395
cat__customer_city_paulinia,1.9763421105069192
cat__customer_state_PR,1.9300691672628016
cat__customer_city_sao leopoldo,1.9083860668682173
cat__customer_city_embu-guacu,1.873502915086082
cat__customer_city_governador valadares,1.8336498907421475
cat__customer_city_maua,1.8267757249786212
cat__favorite_category_bebidas,1.8171496372391884
cat__customer_city_cachoeiro de itapemirim,1.8087016276210697
cat__customer_city_sao vicente,1.7670808287968156
cat__customer_city_campos dos goytacazes,1.754501739019322
cat__customer_city_guaruja,1.7385695910369465
cat__customer_city_piracicaba,1.7097229696155305
cat__customer_city_sao carlos,1.697004792202516
cat__customer_city_santo andre,1.6889244198415867
cat__customer_city_sao jose dos campos,1.6754430329892427
cat__customer_city_itapevi,1.6579736302135217
cat__customer_city_jacarei,1.6529671559371473
cat__customer_city_sao goncalo,1.6398640999844798
cat__customer_state_BA,1.6235436849124076
cat__customer_city_rio das ostras,1.5925189098504802
cat__customer_city_caieiras,1.5846540871402428
cat__customer_city_barueri,1.5829559925004086
cat__favorite_category_telefonia_fixa,1.5621241123765544
cat__customer_city_itatiba,1.5561141908380947
cat__customer_city_mogi mirim,1.5359555784169838
cat__favorite_category_agro_industria_e_comercio,1.514525488136414
cat__customer_city_guaratingueta,1.4889557875371249
cat__customer_city_itaquaquecetuba,1.4857345160954782
cat__last_order_status_unavailable,1.484269231313874
cat__customer_city_pocos de caldas,1.453164405403176
cat__customer_city_rio de janeiro,1.435460277604421
cat__customer_city_valinhos,1.4232106851399555
cat__customer_city_salvador,1.4140313192371046
cat__customer_city_nova friburgo,1.407338158268061
cat__customer_city_feira de santana,1.4048878962454925
cat__customer_city_sorocaba,1.4018488255047483
cat__customer_city_niteroi,1.3918815812352425
cat__favorite_category_industria_comercio_e_negocios,1.3590801316317922
cat__customer_state_GO,1.295585851018652
cat__customer_city_campinas,1.294059542639846
cat__customer_city_contagem,1.2831894966979145
cat__customer_city_vila velha,1.2820098893591634
cat__customer_city_osasco,1.2767190501185943
cat__favorite_category_fashion_esporte,1.2633208792447712
cat__customer_city_mairipora,1.2418584678777602
cat__customer_city_mage,1.2383673464096714
cat__customer_city_ribeirao preto,1.2059913060531124
cat__customer_city_braganca paulista,1.192165163856891
cat__customer_city_belford roxo,1.1713441959804431
cat__customer_city_sao joao de meriti,1.1639039098460984
cat__customer_city_nova iguacu,1.1599053792984122
cat__customer_city_mogi das cruzes,1.1523229827449204
cat__customer_city_franca,1.1134201694346275
cat__customer_city_fortaleza,1.1109126597326282
cat__favorite_category_fashion_roupa_feminina,1.0793116004130776
cat__customer_city_betim,1.0583033979969387
cat__customer_city_cajamar,1.0496712366382106
cat__favorite_category_moveis_quarto,1.0386338619529054
cat__favorite_category_casa_conforto_2,1.0038373304753005
cat__customer_state_AC,0.9709779206099091
cat__customer_city_garopaba,0.9704115764512823
cat__customer_state_PE,0.9651756197349258
cat__customer_city_hortolandia,0.9522510733727497
cat__last_order_status_canceled,0.9489694755047591
cat__customer_city_guarulhos,0.9270162945844068
cat__customer_city_tres rios,0.9261071123158153
cat__favorite_category_fashion_underwear_e_moda_praia,0.9099939113067365
cat__customer_city_marica,0.8890903900694999
cat__customer_city_taboao da serra,0.8823121169794609
cat__customer_city_aruja,0.8732205216654003
cat__customer_state_AL,0.8726020913511661
cat__customer_city_sao paulo,0.8646535950152173
cat__customer_city_araraquara,0.8520881137131325
cat__customer_city_sumare,0.8510300927081987
cat__favorite_category_instrumentos_musicais,0.849998719062648
cat__favorite_category_fashion_calcados,0.8411578963776588
cat__customer_city_vinhedo,0.8317711648494184
cat__customer_city_guaxupe,0.8291460615706167
num__avg_order_value,0.8270750757603257
cat__last_order_status_processing,0.8153358566737338
cat__customer_city_sao caetano do sul,0.8098730581787105
cat__customer_city_ribeirao pires,0.7910151539831757
cat__customer_city_marilia,0.7671833802726782
cat__favorite_category_sinalizacao_e_seguranca,0.7645303832150185
cat__customer_city_santa barbara d'oeste,0.7502077337929245
cat__customer_state_MT,0.7327235172347845
cat__favorite_category_eletrodomesticos,0.7213793966196499
cat__customer_city_sao bernardo do campo,0.7074582831618107
cat__last_order_status_invoiced,0.6976708361003108
cat__favorite_category_climatizacao,0.6942575564483034
cat__customer_city_itu,0.6893087226529758
cat__customer_city_sao joao da boa vista,0.6888948706039171
cat__customer_city_jandira,0.6852384331243311
cat__customer_city_caraguatatuba,0.6765399626075139
cat__customer_city_cubatao,0.6702125521579725
