feature,importance
cat__customer_city_sitio novo do tocantins,0.000344875615116571
cat__customer_city_itajai,0.00034481863719736225
cat__customer_city_caratinga,0.00034265079408227016
cat__customer_city_sao joao de meriti,0.00034226482534832007
cat__customer_city_icem,0.000342032133032506
cat__favorite_category_artes_e_artesanato,0.00034201691968249737
cat__customer_city_caieiras,0.0003390060555903487
cat__customer_city_telemaco borba,0.0003335030897746961
cat__customer_city_bicas,0.0003313132738723329
cat__customer_city_pinheiral,0.0003309999369355331
cat__customer_city_diorama,0.00033009869025579184
cat__customer_city_casa nova,0.0003288686753683167
cat__customer_city_nova granada,0.00031468871565970964
cat__customer_city_tatui,0.0003124368285253928
cat__customer_city_vera cruz,0.00031193633551148547
cat__customer_city_cascavel,0.00031087039313190223
cat__customer_city_guaratingueta,0.00031026509658609323
cat__customer_city_bertioga,0.0003089025034636887
cat__customer_city_oliveira,0.00030789552242523803
cat__customer_city_mogi mirim,0.00030472112996996647
cat__customer_city_santana de parnaiba,0.0003019237568674663
cat__customer_city_araucaria,0.00030132417471181457
cat__customer_city_vila velha,0.0003005596643288086
cat__customer_city_sao miguel arcanjo,0.00029904240772275943
cat__favorite_category_artes,0.0002979589461704194
cat__customer_city_lins,0.0002967280192076735
cat__customer_city_sao cristovao,0.0002955440087290358
cat__customer_city_agua boa,0.0002935512435640289
cat__customer_city_floriano,0.0002933940932237001
cat__customer_city_braganca paulista,0.00029312799225486694
cat__customer_city_tijucas,0.0002912499393491416
cat__customer_city_jales,0.00028726972077715225
cat__customer_city_firminopolis,0.00028483933866473135
cat__favorite_category_pcs,0.00028390657985700063
cat__customer_city_barra do garcas,0.0002827802090426712
cat__customer_city_inhumas,0.00027934511393099703
cat__customer_city_alagoinhas,0.0002780762156306325
cat__customer_city_junqueiropolis,0.00027450128850405064
cat__customer_city_piraju,0.0002736763209638379
cat__customer_city_pouso alegre,0.0002735665625775092
cat__customer_city_santa cruz do rio pardo,0.0002716137628555931
cat__customer_city_santa cruz de minas,0.00027092133716816045
cat__customer_city_uniao da vitoria,0.00026923919183664195
cat__customer_city_simoes filho,0.00026799425127886634
cat__customer_city_jequie,0.0002672371368408919
cat__customer_city_embu-guacu,0.00026508743224484436
cat__customer_city_mage,0.00026324434874465033
cat__customer_city_jaragua do sul,0.00025944127118392044
cat__customer_city_lago da pedra,0.00025869822980654735
cat__customer_city_boa esperanca,0.0002550890172915106
cat__customer_city_governador valadares,0.00025456032056097845
cat__customer_city_mongagua,0.0002523735866091636
cat__customer_city_rio das ostras,0.00025190157197468925
cat__customer_city_bom jesus do galho,0.0002518215651073294
cat__favorite_category_moveis_colchao_e_estofado,0.0002515429097804774
cat__customer_city_sao jose do cedro,0.0002468731694941829
cat__customer_city_nova cruz,0.0002466901025179117
cat__customer_city_sao sebastiao,0.0002460821712183462
cat__customer_city_teofilo otoni,0.00024108510366492662
cat__customer_city_coronel fabriciano,0.000240066554196349
cat__customer_city_vicosa,0.00023863792589009085
cat__customer_city_hidrolandia,0.00023832521531881408
cat__customer_city_mairipora,0.00023642280157384286
cat__favorite_category_alimentos_bebidas,0.00023316785481777768
cat__customer_city_parapua,0.00023185360234950555
cat__customer_city_peixoto de azevedo,0.00022998689650128952
cat__customer_state_AC,0.00022797681344540109
cat__customer_city_valinhos,0.00022736645103313026
cat__customer_city_franca,0.00022559759215578474
cat__customer_city_marica,0.00022391957636628653
cat__customer_city_caete,0.00022249019033556506
cat__customer_city_pirapora,0.00022153310150719435
cat__customer_city_xangri-la,0.00022064848428070605
cat__customer_city_nova friburgo,0.00021642560028257684
cat__customer_city_novo horizonte,0.00021631378295539197
cat__customer_city_campo grande,0.00021519041688508147
cat__customer_city_imperatriz,0.00021334289276293017
cat__customer_city_betim,0.00021327641382045334
cat__customer_city_itapeva,0.00021136342338949648
cat__customer_city_bage,0.0002113544351976236
cat__customer_city_marilia,0.0002111257230359414
cat__customer_city_ibaiti,0.00020708576791307493
